,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,time_signature
182,0.228,0.326,11,-11.953,1,0.037,0.172,0.922,0.111,0.127,175.595,audio_features,4
183,0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01,audio_features,4
184,0.476,0.525,11,-8.418,0,0.0825,0.151,0.00124,0.0853,0.313,104.973,audio_features,4
185,0.461,0.531,0,-11.854,0,0.0389,0.937,0.907,0.117,0.213,120.914,audio_features,4
186,0.441,0.319,5,-11.847,1,0.0302,0.544,0.918,0.11,0.216,94.513,audio_features,4
187,0.434,0.318,4,-13.471,0,0.0481,0.22,0.8,0.18,0.128,124.946,audio_features,4
188,0.455,0.5,7,-9.839,1,0.0362,0.524,0.851,0.108,0.512,100.031,audio_features,4
189,0.357,0.432,2,-13.7,1,0.0375,0.446,0.869,0.173,0.101,129.677,audio_features,4
190,0.328,0.49,9,-13.683,0,0.0308,0.768,0.836,0.186,0.244,155.448,audio_features,4
191,0.311,0.475,2,-13.78,1,0.0369,0.248,0.912,0.0851,0.147,132.197,audio_features,4
192,0.646,0.63,8,-10.748,0,0.0435,0.00462,0.27,0.122,0.164,109.018,audio_features,4
193,0.624,0.679,9,-11.886,0,0.0353,0.267,0.841,0.679,0.191,125.031,audio_features,4
194,0.565,0.726,0,-6.715,1,0.0548,0.00181,3.06e-06,0.103,0.715,178.078,audio_features,4
195,0.506,0.746,7,-7.385,0,0.0307,0.00183,0.0,0.109,0.299,130.996,audio_features,4
196,0.61,0.752,10,-5.062,0,0.0389,0.294,0.0755,0.116,0.832,89.995,audio_features,4
197,0.723,0.669,0,-6.784,1,0.0348,0.0522,0.183,0.109,0.349,125.053,audio_features,4
198,0.558,0.527,5,-8.573,1,0.0253,0.43,3.49e-05,0.139,0.616,176.891,audio_features,3
199,0.249,0.692,8,-7.441,0,0.0397,0.359,0.0311,0.0907,0.345,168.26,audio_features,4
200,0.591,0.662,6,-10.836,1,0.0303,0.514,0.919,0.112,0.279,93.018,audio_features,4
201,0.359,0.474,7,-7.642,0,0.0327,0.0635,3.2e-05,0.0952,0.124,118.623,audio_features,4
202,0.26,0.684,5,-9.513,1,0.039,0.0126,0.646,0.114,0.2,105.261,audio_features,4
203,0.416,0.722,5,-7.746,1,0.0379,0.00821,0.789,0.138,0.305,119.018,audio_features,4
204,0.474,0.789,5,-7.676,1,0.0314,0.0511,0.183,0.111,0.212,125.714,audio_features,4
205,0.673,0.541,0,-8.862,1,0.0263,0.000215,0.00135,0.0851,0.34,115.284,audio_features,4
206,0.403,0.611,5,-5.852,1,0.0323,0.308,0.0168,0.117,0.234,156.15,audio_features,4
207,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,4
208,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,audio_features,4
209,0.88,0.57,2,-13.145,1,0.0821,0.292,0.0388,0.0674,0.791,106.034,audio_features,4
210,0.31,0.428,10,-13.055,0,0.0305,0.781,0.922,0.0478,0.582,92.294,audio_features,4
211,0.204,0.472,6,-11.444,1,0.0298,0.431,0.939,0.114,0.0586,85.5,audio_features,5
212,0.715,0.725,8,-3.459,1,0.0609,0.328,0.000228,0.121,0.513,73.955,audio_features,4
213,0.692,0.827,5,-2.604,1,0.0331,0.136,0.000563,0.0761,0.628,84.931,audio_features,4
214,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,audio_features,3
215,0.784,0.645,10,-7.325,0,0.402,0.00936,0.000132,0.117,0.59,109.978,audio_features,4
216,0.683,0.486,4,-9.726,0,0.11,0.822,0.0227,0.276,0.279,126.985,audio_features,4
217,0.415,0.878,1,-3.65,0,0.32,0.0564,0.00348,0.222,0.309,191.777,audio_features,4
218,0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,audio_features,4
219,0.858,0.426,10,-8.879,0,0.0402,0.00586,0.761,0.0986,0.419,89.981,audio_features,4
220,0.673,0.591,4,-5.224,0,0.0505,0.115,8.42e-05,0.242,0.725,93.46,audio_features,4
221,0.651,0.665,7,-5.807,0,0.101,0.119,0.0,0.153,0.673,101.83,audio_features,4
222,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,4
223,0.652,0.671,8,-7.254,1,0.0446,0.492,0.0863,0.0873,0.249,91.518,audio_features,4
224,0.34,0.805,9,-3.223,0,0.163,0.00624,0.00381,0.101,0.622,84.322,audio_features,4
225,0.712,0.8,9,-5.068,0,0.0377,0.0747,0.185,0.0938,0.685,107.047,audio_features,4
226,0.773,0.579,8,-10.109,1,0.0862,0.297,0.00954,0.0607,0.555,170.04,audio_features,4
227,0.802,0.488,1,-9.304,1,0.0813,0.572,0.0598,0.0763,0.624,95.77,audio_features,4
228,0.686,0.611,11,-7.81,0,0.0712,0.113,0.0116,0.0406,0.932,73.946,audio_features,4
229,0.676,0.35,0,-13.425,1,0.0434,0.791,0.0721,0.111,0.261,112.852,audio_features,4
230,0.619,0.487,9,-7.773,0,0.0509,0.547,0.00076,0.158,0.491,156.102,audio_features,4
231,0.311,0.435,6,-11.322,0,0.034,0.918,0.91,0.0994,0.0396,122.308,audio_features,4
232,0.166,0.407,11,-12.888,0,0.037,0.915,0.928,0.0955,0.0364,94.36,audio_features,3
233,0.776,0.503,0,-5.732,0,0.237,0.874,0.0,0.112,0.473,110.134,audio_features,4
234,0.698,0.514,0,-10.325,1,0.0663,0.148,0.0888,0.101,0.63,75.989,audio_features,4
235,0.629,0.823,1,-5.744,1,0.0597,0.35,0.039,0.0801,0.397,169.961,audio_features,4
236,0.782,0.771,11,-9.17,0,0.371,0.00983,0.000255,0.0747,0.368,114.988,audio_features,4
237,0.808,0.805,1,-3.392,1,0.103,0.00113,0.0585,0.193,0.886,107.965,audio_features,4
238,0.618,0.669,7,-7.457,1,0.0359,0.535,0.0,0.577,0.789,97.0,audio_features,4
239,0.563,0.508,1,-10.346,0,0.0497,0.225,0.0,0.0669,0.293,133.959,audio_features,4
240,0.648,0.59,2,-9.664,1,0.0942,0.697,0.808,0.111,0.401,81.045,audio_features,4
241,0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,audio_features,4
242,0.693,0.504,9,-11.621,1,0.0402,0.628,0.4,0.111,0.254,105.021,audio_features,4
243,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,audio_features,3
244,0.614,0.809,9,-4.749,1,0.0738,0.0105,0.000353,0.148,0.354,112.023,audio_features,4
245,0.221,0.747,4,-5.45,1,0.0492,0.0171,0.0221,0.128,0.304,184.602,audio_features,3
246,0.726,0.481,11,-7.307,1,0.0381,0.0375,2.18e-05,0.0644,0.541,88.141,audio_features,4
247,0.605,0.57,10,-8.582,1,0.0458,0.384,2.35e-06,0.182,0.811,95.967,audio_features,4
248,0.756,0.397,7,-10.701,0,0.0522,0.57,0.0115,0.0542,0.507,101.985,audio_features,4
249,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,audio_features,4
250,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,audio_features,3
251,0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,audio_features,3
252,0.572,0.282,0,-14.537,0,0.0662,0.894,0.893,0.0915,0.54,118.334,audio_features,4
253,0.696,0.538,11,-6.808,0,0.0904,0.117,0.157,0.108,0.615,93.07,audio_features,4
254,0.653,0.598,11,-6.928,1,0.113,0.0596,0.0,0.253,0.137,82.911,audio_features,4
255,0.486,0.504,8,-7.591,1,0.0283,0.0453,0.00135,0.695,0.34,89.523,audio_features,4
256,0.573,0.494,7,-8.938,0,0.0735,0.48,0.0259,0.121,0.762,149.883,audio_features,4
257,0.82,0.413,8,-8.164,1,0.0658,0.654,8.38e-05,0.144,0.575,115.544,audio_features,4
258,0.599,0.377,7,-9.829,1,0.105,0.441,0.00813,0.105,0.543,74.314,audio_features,4
259,0.603,0.783,6,-4.023,1,0.062,0.449,7.96e-06,0.119,0.775,172.041,audio_features,4
260,0.67,0.833,7,-8.365,1,0.0522,0.132,0.195,0.109,0.522,127.984,audio_features,4
261,0.611,0.824,9,-7.939,0,0.0412,0.326,0.0835,0.0995,0.83,87.985,audio_features,4
262,0.713,0.8,7,-5.938,0,0.0349,0.0491,7.96e-05,0.0921,0.814,139.942,audio_features,4
263,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,audio_features,4
264,0.45,0.718,0,-4.035,0,0.256,0.161,2.14e-05,0.323,0.715,131.978,audio_features,4
265,0.574,0.396,0,-5.904,0,0.0247,0.601,0.0225,0.472,0.664,74.892,audio_features,4
266,0.764,0.534,1,-10.966,0,0.0982,0.546,0.0823,0.404,0.647,143.519,audio_features,3
267,0.413,0.227,5,-10.871,1,0.0756,0.411,0.0,0.0912,0.354,86.35,audio_features,4
268,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,audio_features,4
269,0.436,0.411,4,-11.134,1,0.0451,0.708,0.93,0.25,0.18,137.081,audio_features,4
270,0.573,0.571,8,-10.238,0,0.0321,0.264,0.922,0.109,0.127,96.989,audio_features,4
271,0.344,0.353,0,-12.2,1,0.0315,0.0214,0.000332,0.111,0.273,182.551,audio_features,3
272,0.676,0.495,9,-10.504,0,0.03,0.0127,0.000992,0.0792,0.91,125.434,audio_features,4
273,0.312,0.588,0,-8.935,0,0.0368,0.477,0.956,0.127,0.13,139.815,audio_features,4
274,0.709,0.838,2,-9.668,0,0.079,0.276,0.0108,0.109,0.898,91.216,audio_features,4
275,0.441,0.51,2,-9.37,1,0.0346,0.0112,0.0527,0.111,0.437,142.486,audio_features,4
276,0.612,0.595,11,-9.397,0,0.0332,0.725,0.853,0.0925,0.493,99.031,audio_features,4
277,0.77,0.68,5,-4.451,0,0.0578,0.211,0.00102,0.114,0.37,107.024,audio_features,4
278,0.686,0.701,5,-5.702,0,0.0968,0.257,0.00281,0.088,0.605,173.994,audio_features,4
279,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,audio_features,4
280,0.555,0.115,1,-17.882,1,0.0276,0.817,0.864,0.106,0.0638,90.014,audio_features,4
281,0.392,0.683,8,-9.654,1,0.125,0.0639,0.000599,0.392,0.593,115.934,audio_features,4
282,0.419,0.296,6,-14.721,1,0.0308,0.914,0.927,0.193,0.121,111.452,audio_features,4
283,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,audio_features,4
284,0.488,0.476,5,-10.316,0,0.0497,0.438,0.000279,0.11,0.583,110.951,audio_features,4
285,0.585,0.686,11,-7.939,0,0.0593,0.00252,7.74e-05,0.0744,0.528,188.265,audio_features,4
286,0.688,0.425,4,-8.134,0,0.027,0.748,0.00548,0.101,0.179,129.975,audio_features,4
287,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156,audio_features,3
288,0.606,0.503,7,-6.678,0,0.155,0.0475,0.0,0.116,0.31,80.04,audio_features,4
289,0.825,0.548,6,-6.899,1,0.0809,0.441,0.000842,0.179,0.792,98.976,audio_features,4
290,0.66,0.479,6,-6.185,0,0.0322,0.769,0.775,0.327,0.717,97.167,audio_features,4
291,0.795,0.501,4,-5.273,0,0.0322,0.611,0.0022,0.151,0.54,99.952,audio_features,4
292,0.664,0.68,11,-7.717,0,0.0238,0.371,0.0165,0.228,0.492,97.914,audio_features,4
293,0.824,0.396,2,-9.663,1,0.332,0.0323,0.00289,0.108,0.252,118.053,audio_features,4
294,0.476,0.585,11,-14.211,0,0.0478,0.107,1.43e-05,0.149,0.523,110.275,audio_features,4
295,0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,audio_features,4
296,0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,audio_features,4
297,0.625,0.682,9,-11.882,0,0.0355,0.267,0.85,0.679,0.183,125.032,audio_features,4
298,0.794,0.757,6,-6.644,0,0.123,0.0267,0.000306,0.0621,0.615,107.99,audio_features,4
299,0.707,0.684,2,-7.587,1,0.0623,0.512,0.0196,0.0981,0.763,146.168,audio_features,4
300,0.538,0.605,3,-7.608,0,0.0368,0.128,0.00445,0.151,0.729,158.181,audio_features,4
301,0.546,0.696,4,-6.537,1,0.0335,0.0887,1.84e-05,0.195,0.596,89.882,audio_features,4
302,0.522,0.554,1,-6.546,0,0.0823,0.226,0.0,0.119,0.444,140.968,audio_features,4
303,0.681,0.774,11,-8.001,0,0.06,0.372,5.74e-05,0.373,0.773,104.71,audio_features,4
304,0.68,0.658,4,-4.186,0,0.0339,0.637,4.27e-05,0.107,0.722,96.041,audio_features,4
305,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,audio_features,4
306,0.775,0.415,5,-12.945,0,0.0494,0.109,0.442,0.132,0.596,103.001,audio_features,4
307,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,audio_features,4
308,0.647,0.626,8,-10.753,0,0.0424,0.00422,0.323,0.122,0.185,109.015,audio_features,4
309,0.764,0.752,10,-5.197,0,0.0466,0.0597,0.00473,0.0862,0.495,143.044,audio_features,4
310,0.414,0.473,11,-8.911,0,0.116,0.663,0.0523,0.128,0.409,100.0,audio_features,4
311,0.837,0.738,1,-5.297,0,0.117,0.0381,6.97e-06,0.0589,0.715,110.993,audio_features,4
312,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,audio_features,4
313,0.707,0.562,0,-7.621,1,0.0305,0.124,1.58e-05,0.561,0.418,98.094,audio_features,4
314,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,audio_features,4
315,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,4
316,0.575,0.77,2,-4.795,0,0.228,0.678,0.00122,0.116,0.468,160.006,audio_features,4
317,0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,audio_features,4
318,0.745,0.807,9,-5.79,0,0.0719,0.114,4.97e-05,0.0917,0.454,117.96,audio_features,4
319,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,audio_features,4
320,0.585,0.62,3,-8.09,0,0.0327,0.0426,0.00224,0.15,0.281,101.939,audio_features,4
321,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,4
322,0.57,0.662,5,-8.171,1,0.0275,0.419,0.185,0.136,0.565,156.981,audio_features,4
323,0.694,0.63,7,-6.84,0,0.162,0.0998,0.000635,0.12,0.341,90.045,audio_features,4
324,0.607,0.493,10,-9.285,0,0.0355,0.438,0.914,0.0922,0.677,75.713,audio_features,4
325,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,audio_features,4
326,0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,audio_features,3
327,0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,audio_features,4
328,0.447,0.121,3,-21.562,1,0.0378,0.803,0.777,0.0695,0.0989,121.761,audio_features,4
329,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,audio_features,4
330,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,audio_features,4
331,0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,audio_features,4
332,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,audio_features,4
333,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,audio_features,4
334,0.692,0.552,0,-9.543,0,0.0497,0.0503,0.165,0.136,0.15,98.028,audio_features,4
335,0.477,0.483,0,-7.344,1,0.0273,0.256,0.79,0.337,0.557,123.875,audio_features,3
336,0.541,0.378,2,-6.283,0,0.0296,0.636,0.594,0.0899,0.401,136.94,audio_features,4
337,0.418,0.729,1,-6.014,1,0.0401,0.584,0.0455,0.141,0.686,152.211,audio_features,4
338,0.835,0.527,7,-7.272,0,0.128,0.204,0.000423,0.283,0.611,106.003,audio_features,4
339,0.734,0.776,2,-4.193,1,0.0826,0.0406,0.193,0.0547,0.843,78.542,audio_features,4
340,0.69,0.909,1,-3.628,0,0.0601,0.165,0.0,0.248,0.751,129.954,audio_features,4
341,0.453,0.414,1,-8.197,1,0.0293,0.787,0.949,0.105,0.181,128.348,audio_features,3
342,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,audio_features,4
343,0.518,0.376,9,-18.248,0,0.0431,0.933,0.86,0.0976,0.744,158.089,audio_features,4
344,0.584,0.975,11,-6.534,0,0.0651,0.141,0.501,0.101,0.876,138.341,audio_features,4
345,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,audio_features,4
346,0.462,0.501,5,-9.044,0,0.0402,0.041,0.867,0.0648,0.191,161.782,audio_features,4
347,0.56,0.438,7,-13.861,1,0.04,0.0467,0.758,0.115,0.39,94.01,audio_features,4
348,0.399,0.205,9,-20.563,1,0.035,0.689,0.923,0.0961,0.0653,128.925,audio_features,4
349,0.689,0.637,11,-7.599,0,0.0691,0.654,0.363,0.12,0.586,140.054,audio_features,4
350,0.512,0.81,11,-8.217,1,0.0382,0.279,0.96,0.168,0.219,122.062,audio_features,4
351,0.667,0.555,5,-8.969,0,0.033,0.616,0.918,0.097,0.289,123.973,audio_features,4
352,0.594,0.74,6,-6.959,0,0.0324,0.633,0.96,0.111,0.249,107.987,audio_features,4
353,0.578,0.569,8,-10.071,0,0.0321,0.265,0.914,0.109,0.121,96.937,audio_features,4
354,0.605,0.422,4,-15.64,0,0.0318,0.403,0.902,0.0974,0.172,120.052,audio_features,4
355,0.585,0.286,6,-13.695,1,0.0682,0.928,0.0422,0.0987,0.332,145.156,audio_features,4
356,0.673,0.491,0,-10.744,1,0.0278,0.00018,0.0025,0.136,0.331,115.29,audio_features,4
357,0.425,0.454,0,-12.446,1,0.0269,0.175,0.549,0.093,0.169,87.874,audio_features,4
358,0.776,0.417,5,-12.947,0,0.0495,0.112,0.462,0.133,0.608,103.0,audio_features,4
359,0.686,0.374,11,-11.029,0,0.0439,0.665,1.91e-05,0.101,0.693,102.879,audio_features,4
360,0.509,0.714,2,-8.543,1,0.0773,0.599,0.0843,0.13,0.772,130.115,audio_features,4
361,0.698,0.835,0,-4.973,1,0.0308,0.135,0.537,0.455,0.96,130.058,audio_features,4
362,0.685,0.525,9,-9.271,0,0.0317,0.769,0.0129,0.37,0.628,108.979,audio_features,4
363,0.76,0.637,0,-7.964,1,0.0275,0.325,0.0533,0.139,0.759,110.958,audio_features,4
364,0.774,0.419,4,-9.649,0,0.0758,0.539,0.0698,0.029,0.644,118.008,audio_features,4
